date,region,temperature,salinity,current_speed,sea_level
2020-07-13,Arctic Ocean,16.35,34.75,0.19,0.055
2020-07-14,Arctic Ocean,22.31,34.75,1.99,-0.0
2020-07-15,Arctic Ocean,18.84,34.22,1.47,0.003
2020-07-16,Arctic Ocean,18.3,34.74,1.07,0.14
2020-07-17,Arctic Ocean,13.64,35.19,2.43,-0.111
2020-07-18,Arctic Ocean,17.5,35.02,2.06,-0.117
2020-07-19,Arctic Ocean,15.1,35.52,0.91,0.136
2020-07-20,Arctic Ocean,16.86,34.84,2.35,-0.092
2020-07-21,Arctic Ocean,18.11,35.16,0.76,0.138
2020-07-22,Arctic Ocean,17.94,34.98,1.32,0.11
2020-07-23,Arctic Ocean,19.67,35.54,1.39,0.024
2020-07-24,Arctic Ocean,12.88,35.34,0.23,-0.051
2020-07-25,Arctic Ocean,19.53,36.28,1.48,0.023
2020-07-26,Arctic Ocean,15.6,34.54,2.02,0.044
2020-07-27,Arctic Ocean,17.66,34.9,2.24,-0.135
2020-07-28,Arctic Ocean,23.29,35.0,1.03,0.017
2020-07-29,Arctic Ocean,14.91,36.08,0.35,-0.081
2020-07-30,Arctic Ocean,16.61,34.92,0.72,0.181
2020-07-31,Arctic Ocean,20.76,34.73,2.12,0.103
2020-08-01,Arctic Ocean,14.77,34.69,0.47,0.091
2020-08-02,Arctic Ocean,17.0,35.54,1.73,-0.222
2020-08-03,Arctic Ocean,17.01,34.84,1.85,-0.094
2020-08-04,Arctic Ocean,19.32,35.33,0.95,0.013
2020-08-05,Arctic Ocean,18.77,35.4,0.75,-0.091
2020-08-06,Arctic Ocean,17.22,34.83,0.79,0.25
2020-08-07,Arctic Ocean,16.98,35.58,2.44,0.037
2020-08-08,Arctic Ocean,15.58,35.29,2.0,-0.122
2020-08-09,Arctic Ocean,19.2,35.15,0.95,0.107
2020-08-10,Arctic Ocean,20.21,35.55,1.11,-0.003
2020-08-11,Arctic Ocean,18.62,34.96,0.99,-0.293
2020-08-12,Arctic Ocean,20.73,35.34,2.25,-0.11
2020-08-13,Arctic Ocean,17.52,34.79,1.22,-0.059
2020-08-14,Arctic Ocean,15.56,36.07,2.46,0.003
2020-08-15,Arctic Ocean,18.51,35.26,0.74,0.02
2020-08-16,Arctic Ocean,15.06,34.78,1.46,0.0
2020-08-17,Arctic Ocean,16.13,35.23,1.22,-0.058
2020-08-18,Arctic Ocean,16.46,35.36,0.94,-0.008
2020-08-19,Arctic Ocean,18.57,35.06,0.14,0.05
2020-08-20,Arctic Ocean,16.41,34.88,1.87,-0.01
2020-08-21,Arctic Ocean,14.46,34.67,1.81,-0.021
2020-08-22,Arctic Ocean,20.88,35.39,0.79,-0.009
2020-08-23,Arctic Ocean,21.12,35.6,2.14,-0.049
2020-08-24,Arctic Ocean,16.52,35.33,2.45,0.083
2020-08-25,Arctic Ocean,19.16,36.31,0.87,0.021
2020-08-26,Arctic Ocean,18.81,35.46,0.47,-0.094
2020-08-27,Arctic Ocean,16.82,35.31,0.12,-0.084
2020-08-28,Arctic Ocean,21.5,35.33,2.11,-0.006
2020-08-29,Arctic Ocean,18.11,35.36,1.47,-0.059
2020-08-30,Arctic Ocean,18.2,34.97,1.29,0.098
2020-08-31,Arctic Ocean,16.92,35.42,2.48,0.015
2020-09-01,Arctic Ocean,19.71,34.65,1.32,-0.084
2020-09-02,Arctic Ocean,17.27,34.18,0.72,0.07
2020-09-03,Arctic Ocean,16.89,34.9,1.55,-0.032
2020-09-04,Arctic Ocean,14.93,35.03,1.29,0.119
2020-09-05,Arctic Ocean,16.99,34.7,0.81,0.072
2020-09-06,Arctic Ocean,18.78,34.16,1.12,0.03
2020-09-07,Arctic Ocean,20.1,35.16,1.38,-0.056
2020-09-08,Arctic Ocean,17.61,35.52,1.21,0.049
2020-09-09,Arctic Ocean,19.16,35.08,1.45,-0.169
2020-09-10,Arctic Ocean,13.08,36.07,1.84,-0.142
2020-09-11,Arctic Ocean,15.05,35.15,0.84,-0.095
2020-09-12,Arctic Ocean,15.97,35.05,2.41,-0.062
2020-09-13,Arctic Ocean,18.07,35.71,1.64,0.033
2020-09-14,Arctic Ocean,18.22,35.21,0.85,-0.004
2020-09-15,Arctic Ocean,18.72,35.13,1.36,0.085
2020-09-16,Arctic Ocean,15.56,34.56,2.33,0.012
2020-09-17,Arctic Ocean,18.0,34.29,0.69,-0.141
2020-09-18,Arctic Ocean,15.39,34.76,1.2,0.032
2020-09-19,Arctic Ocean,19.85,35.55,1.21,0.015
2020-09-20,Arctic Ocean,15.04,35.15,0.47,0.113
2020-09-21,Arctic Ocean,20.2,35.15,1.17,-0.093
2020-09-22,Arctic Ocean,16.66,34.82,2.23,0.061
2020-09-23,Arctic Ocean,18.05,34.86,2.12,-0.06
2020-09-24,Arctic Ocean,19.32,35.37,1.14,-0.028
2020-09-25,Arctic Ocean,18.99,34.68,0.32,0.129
2020-09-26,Arctic Ocean,20.47,34.41,0.52,-0.049
2020-09-27,Arctic Ocean,14.42,35.3,0.51,0.043
2020-09-28,Arctic Ocean,14.17,34.86,0.92,0.032
2020-09-29,Arctic Ocean,18.9,35.05,1.15,-0.102
2020-09-30,Arctic Ocean,16.48,33.75,0.24,0.179
2020-10-01,Arctic Ocean,18.69,34.8,0.62,0.196
2020-10-02,Arctic Ocean,19.24,34.73,0.43,0.237
2020-10-03,Arctic Ocean,18.05,34.35,1.27,-0.031
2020-10-04,Arctic Ocean,16.87,35.0,2.03,-0.077
2020-10-05,Arctic Ocean,13.2,34.58,1.16,0.089
2020-10-06,Arctic Ocean,18.22,34.58,1.44,-0.011
2020-10-07,Arctic Ocean,20.87,34.62,1.29,0.002
2020-10-08,Arctic Ocean,21.21,35.2,1.53,-0.145
2020-10-09,Arctic Ocean,14.0,35.69,2.18,0.104
2020-10-10,Arctic Ocean,20.3,35.02,2.41,-0.131
2020-10-11,Arctic Ocean,14.86,35.09,0.9,0.233
2020-10-12,Arctic Ocean,18.11,34.57,2.34,-0.119
2020-10-13,Arctic Ocean,15.51,35.06,0.15,0.115
2020-10-14,Arctic Ocean,16.9,35.25,1.78,-0.05
2020-10-15,Arctic Ocean,18.44,34.09,1.84,0.093
2020-10-16,Arctic Ocean,15.31,34.24,0.32,-0.07
2020-10-17,Arctic Ocean,15.55,34.62,0.77,0.024
2020-10-18,Arctic Ocean,14.63,34.93,2.46,-0.024
2020-10-19,Arctic Ocean,17.98,34.82,0.94,0.152
2020-10-20,Arctic Ocean,16.29,35.86,0.89,-0.104
2020-10-21,Arctic Ocean,15.79,35.4,0.4,-0.096
2020-10-22,Arctic Ocean,17.19,34.57,1.62,-0.043
2020-10-23,Arctic Ocean,18.72,34.2,1.39,-0.127
2020-10-24,Arctic Ocean,17.69,34.77,1.07,-0.138
2020-10-25,Arctic Ocean,14.69,34.48,0.55,-0.171
2020-10-26,Arctic Ocean,19.71,35.14,1.37,-0.019
2020-10-27,Arctic Ocean,19.12,35.75,0.63,-0.092
2020-10-28,Arctic Ocean,15.68,34.79,0.27,-0.104
2020-10-29,Arctic Ocean,16.39,34.9,1.97,0.105
2020-10-30,Arctic Ocean,15.66,34.74,2.47,0.033
2020-10-31,Arctic Ocean,18.29,34.35,2.16,-0.097
2020-11-01,Arctic Ocean,16.51,34.12,0.58,-0.105
2020-11-02,Arctic Ocean,17.72,35.27,0.39,-0.021
2020-11-03,Arctic Ocean,21.38,35.18,1.63,-0.004
2020-11-04,Arctic Ocean,16.63,34.96,0.25,0.075
2020-11-05,Arctic Ocean,20.42,34.67,1.37,-0.053
2020-11-06,Arctic Ocean,17.8,35.19,2.35,0.091
2020-11-07,Arctic Ocean,17.33,35.33,1.6,-0.069
2020-11-08,Arctic Ocean,19.04,35.92,2.31,-0.024
2020-11-09,Arctic Ocean,22.47,35.28,0.41,-0.135
2020-11-10,Arctic Ocean,20.01,34.52,0.68,0.065
2020-11-11,Arctic Ocean,20.92,34.38,0.42,0.025
2020-11-12,Arctic Ocean,20.0,35.32,1.73,0.048
2020-11-13,Arctic Ocean,21.33,35.22,0.24,0.046
2020-11-14,Arctic Ocean,20.44,34.77,1.38,-0.122
2020-11-15,Arctic Ocean,19.25,35.34,0.48,0.029
2020-11-16,Arctic Ocean,18.47,35.4,1.81,0.085
2020-11-17,Arctic Ocean,18.3,35.41,2.47,-0.029
2020-11-18,Arctic Ocean,19.99,35.18,1.19,0.036
2020-11-19,Arctic Ocean,21.24,34.58,2.03,0.186
2020-11-20,Arctic Ocean,17.71,34.77,0.29,0.03
2020-11-21,Arctic Ocean,15.47,34.61,0.42,0.158
2020-11-22,Arctic Ocean,18.51,35.06,2.0,-0.101
2020-11-23,Arctic Ocean,17.19,35.67,2.23,0.024
2020-11-24,Arctic Ocean,19.41,34.01,1.18,0.049
2020-11-25,Arctic Ocean,19.26,34.83,1.4,0.022
2020-11-26,Arctic Ocean,20.33,34.46,0.45,0.065
2020-11-27,Arctic Ocean,14.95,35.23,1.31,-0.193
2020-11-28,Arctic Ocean,18.49,34.58,1.84,0.016
2020-11-29,Arctic Ocean,17.43,35.39,1.86,-0.159
2020-11-30,Arctic Ocean,18.88,34.18,2.03,-0.036
2020-12-01,Arctic Ocean,19.15,35.39,0.16,0.105
2020-12-02,Arctic Ocean,16.76,35.15,2.09,-0.04
2020-12-03,Arctic Ocean,19.54,35.08,0.15,0.035
2020-12-04,Arctic Ocean,18.92,34.6,1.52,0.154
2020-12-05,Arctic Ocean,20.35,34.65,1.99,-0.199
2020-12-06,Arctic Ocean,17.51,34.39,1.6,0.036
2020-12-07,Arctic Ocean,21.35,34.49,0.53,0.081
2020-12-08,Arctic Ocean,18.03,35.26,0.86,0.029
2020-12-09,Arctic Ocean,22.87,34.81,0.36,0.001
2020-12-10,Arctic Ocean,16.7,34.98,1.19,-0.085
2020-12-11,Arctic Ocean,16.69,35.4,1.48,-0.024
2020-12-12,Arctic Ocean,18.6,35.39,1.61,0.118
2020-12-13,Arctic Ocean,19.26,35.39,1.05,0.19
2020-12-14,Arctic Ocean,20.74,34.44,1.09,-0.125
2020-12-15,Arctic Ocean,21.58,35.84,0.73,-0.097
2020-12-16,Arctic Ocean,20.57,34.94,0.68,0.033
2020-12-17,Arctic Ocean,21.55,34.31,1.76,0.219
2020-12-18,Arctic Ocean,16.03,34.88,1.12,0.048
2020-12-19,Arctic Ocean,18.44,34.5,0.5,-0.097
2020-12-20,Arctic Ocean,16.61,35.48,1.97,0.023
2020-12-21,Arctic Ocean,19.34,34.3,0.13,-0.015
2020-12-22,Arctic Ocean,17.94,34.59,0.33,0.097
2020-12-23,Arctic Ocean,16.11,35.74,2.27,-0.144
2020-12-24,Arctic Ocean,15.15,34.79,1.89,-0.094
2020-12-25,Arctic Ocean,21.24,35.46,1.74,-0.1
2020-12-26,Arctic Ocean,18.99,35.21,0.15,0.145
2020-12-27,Arctic Ocean,16.92,35.16,2.02,-0.024
2020-12-28,Arctic Ocean,16.58,35.34,0.73,-0.003
2020-12-29,Arctic Ocean,18.62,35.03,1.99,0.051
2020-12-30,Arctic Ocean,16.83,34.66,2.45,0.093
